pmid,pmcid,doi,secondary_doi,collection_id,collection_name,source,image_name,map_type,image_file,collection_id.1,image_id,number_of_subjects,cognitive_paradigm_cogatlas_id,cognitive_contrast_cogatlas_id,contrast_definition,cognitive_paradigm_cogatlas_name,cognitive_contrast_cogatlas_name,image_path,contrast_id,id
33285329.0,7836232.0,10.1016/j.neuroimage.2020.117599,,8615,Functional organisation for verb generation in children with developmental language disorder,neurovault,Language Factor,Z,images/8615/zstat5.nii.gz,8615,403945,143.0,trm_4f24183fe80c6,,,verb generation task,None / Other,8615-403945_zstat5.nii.gz,"collection_id    8615
collection_id    8615
Name: 2574, dtype: object-403945","33285329.0-collection_id    8615
collection_id    8615
Name: 2574, dtype: object-403945"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_AE_Static,T,images/8542/spmT_0001.nii.gz,8542,397884,23.0,tsk_i6bcjHSADB30O,,Static,Other evaluation task,None / Other,8542-397884_spmT_0001.nii.gz,"collection_id    8542
collection_id    8542
Name: 2575, dtype: object-397884","34585450.0-collection_id    8542
collection_id    8542
Name: 2575, dtype: object-397884"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: T-test Positive > Neutral Feedback,T,images/8413/spmT_0007.nii.gz,8413,394917,35.0,trm_4da890594742a,cnt_553a6ea7469af,,emotional regulation task,all,8413-394917_spmT_0007.nii.gz,"collection_id    8413
collection_id    8413
Name: 2576, dtype: object-394917","34419488.0-collection_id    8413
collection_id    8413
Name: 2576, dtype: object-394917"
33285329.0,7836232.0,10.1016/j.neuroimage.2020.117599,,8615,Functional organisation for verb generation in children with developmental language disorder,neurovault,Memory Factor,Z,images/8615/zstat3.nii.gz,8615,403946,143.0,trm_4f24183fe80c6,,,verb generation task,None / Other,8615-403946_zstat3.nii.gz,"collection_id    8615
collection_id    8615
Name: 2577, dtype: object-403946","33285329.0-collection_id    8615
collection_id    8615
Name: 2577, dtype: object-403946"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_IM_Dynamic>Static,T,images/8542/spmT_0001_1.nii.gz,8542,397885,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397885_spmT_0001_1.nii.gz,"collection_id    8542
collection_id    8542
Name: 2578, dtype: object-397885","34585450.0-collection_id    8542
collection_id    8542
Name: 2578, dtype: object-397885"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: T-test Negative > Neutral Feedback,T,images/8413/spmT_0006.nii.gz,8413,394918,35.0,trm_4da890594742a,cnt_553a6ea7469af,,emotional regulation task,all,8413-394918_spmT_0006.nii.gz,"collection_id    8413
collection_id    8413
Name: 2579, dtype: object-394918","34419488.0-collection_id    8413
collection_id    8413
Name: 2579, dtype: object-394918"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_IM_Dynamic,T,images/8542/spmT_0001_8.nii.gz,8542,397886,23.0,tsk_i6bcjHSADB30O,,Dynamic,Other evaluation task,None / Other,8542-397886_spmT_0001_8.nii.gz,"collection_id    8542
collection_id    8542
Name: 2580, dtype: object-397886","34585450.0-collection_id    8542
collection_id    8542
Name: 2580, dtype: object-397886"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: T-test Positive > Negative Feedback,T,images/8413/spmT_0010.nii.gz,8413,394919,35.0,trm_4da890594742a,cnt_553a6ea7469af,,emotional regulation task,all,8413-394919_spmT_0010.nii.gz,"collection_id    8413
collection_id    8413
Name: 2581, dtype: object-394919","34419488.0-collection_id    8413
collection_id    8413
Name: 2581, dtype: object-394919"
33285329.0,7836232.0,10.1016/j.neuroimage.2020.117599,,8615,Functional organisation for verb generation in children with developmental language disorder,neurovault,TD > DLD,Z,images/8615/zstat2_1.nii.gz,8615,403948,143.0,trm_4f24183fe80c6,,,verb generation task,None / Other,8615-403948_zstat2_1.nii.gz,"collection_id    8615
collection_id    8615
Name: 2582, dtype: object-403948","33285329.0-collection_id    8615
collection_id    8615
Name: 2582, dtype: object-403948"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_IM_Static,T,images/8542/spmT_0001_2.nii.gz,8542,397887,23.0,tsk_i6bcjHSADB30O,,Static,Other evaluation task,None / Other,8542-397887_spmT_0001_2.nii.gz,"collection_id    8542
collection_id    8542
Name: 2583, dtype: object-397887","34585450.0-collection_id    8542
collection_id    8542
Name: 2583, dtype: object-397887"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: T-test [Positive + Negative]  > Neutral Feedback,T,images/8413/spmT_0008.nii.gz,8413,394920,35.0,trm_4da890594742a,cnt_553a6ea7469af,,emotional regulation task,all,8413-394920_spmT_0008.nii.gz,"collection_id    8413
collection_id    8413
Name: 2584, dtype: object-394920","34419488.0-collection_id    8413
collection_id    8413
Name: 2584, dtype: object-394920"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_Control_Dynamic>Static,T,images/8542/spmT_0001_3.nii.gz,8542,397888,23.0,trm_4f2447fe67fb9,Other,Dynamic>Static,visual search task,Other,8542-397888_spmT_0001_3.nii.gz,"collection_id    8542
collection_id    8542
Name: 2585, dtype: object-397888","34585450.0-collection_id    8542
collection_id    8542
Name: 2585, dtype: object-397888"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: Whole Brain Regression with Difference score between Negative > Positive feedback (pos),T,images/8413/spmT_0001_3.nii.gz,8413,394921,35.0,trm_4f2453ce33f16,cnt_553a6ea7469af,,social judgment task,all,8413-394921_spmT_0001_3.nii.gz,"collection_id    8413
collection_id    8413
Name: 2586, dtype: object-394921","34419488.0-collection_id    8413
collection_id    8413
Name: 2586, dtype: object-394921"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_Control_Dynamic,T,images/8542/spmT_0001_9.nii.gz,8542,397889,23.0,trm_4f2447fe67fb9,Other,Dynamic,visual search task,Other,8542-397889_spmT_0001_9.nii.gz,"collection_id    8542
collection_id    8542
Name: 2587, dtype: object-397889","34585450.0-collection_id    8542
collection_id    8542
Name: 2587, dtype: object-397889"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: Whole Brain Regression with Difference score between Negative > Positive feedback (neg),T,images/8413/spmT_0002_1.nii.gz,8413,394922,35.0,trm_4f2453ce33f16,,,social judgment task,None / Other,8413-394922_spmT_0002_1.nii.gz,"collection_id    8413
collection_id    8413
Name: 2588, dtype: object-394922","34419488.0-collection_id    8413
collection_id    8413
Name: 2588, dtype: object-394922"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,univariate_Control_Static,T,images/8542/spmT_0001_4.nii.gz,8542,397890,23.0,trm_4f2447fe67fb9,Other,Static,visual search task,Other,8542-397890_spmT_0001_4.nii.gz,"collection_id    8542
collection_id    8542
Name: 2589, dtype: object-397890","34585450.0-collection_id    8542
collection_id    8542
Name: 2589, dtype: object-397890"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: Whole Brain Regression with Difference score between Negative > Neutral feedback (pos),T,images/8413/spmT_0001_4.nii.gz,8413,394923,35.0,trm_4f2453ce33f16,,,social judgment task,None / Other,8413-394923_spmT_0001_4.nii.gz,"collection_id    8413
collection_id    8413
Name: 2590, dtype: object-394923","34419488.0-collection_id    8413
collection_id    8413
Name: 2590, dtype: object-394923"
34419488.0,,10.1016/j.neuropsychologia.2021.108000,,8413,Overlapping and distinct neural correlates of self-evaluations and self-regulation from the perspective of self and others,neurovault,SNAT: Whole Brain Regression with Difference score between Negative > Neutral feedback (neg),T,images/8413/spmT_0002_2.nii.gz,8413,394924,35.0,trm_4f2453ce33f16,,,social judgment task,None / Other,8413-394924_spmT_0002_2.nii.gz,"collection_id    8413
collection_id    8413
Name: 2591, dtype: object-394924","34419488.0-collection_id    8413
collection_id    8413
Name: 2591, dtype: object-394924"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,PPI_leftMTSeed_AE_Dynamic>Static,T,images/8542/spmT_0001_5.nii.gz,8542,397899,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397899_spmT_0001_5.nii.gz,"collection_id    8542
collection_id    8542
Name: 2621, dtype: object-397899","34585450.0-collection_id    8542
collection_id    8542
Name: 2621, dtype: object-397899"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_NoPainOther_-correlation,T,images/8400/spmT_BIS_NoPainOther_-correlation.nii.gz,8400,394780,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394780_spmT_BIS_NoPainOther_-correlation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2627, dtype: object-394780","33272905.0-collection_id    8400
collection_id    8400
Name: 2627, dtype: object-394780"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_NoPainOther_+correlation,T,images/8400/spmT_BIS_NoPainOther_+correlation.nii.gz,8400,394781,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394781_spmT_BIS_NoPainOther_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2640, dtype: object-394781","33272905.0-collection_id    8400
collection_id    8400
Name: 2640, dtype: object-394781"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,PPI_rightMTSeed_AE_Dynamic>Static,T,images/8542/spmT_0001_10.nii.gz,8542,397901,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397901_spmT_0001_10.nii.gz,"collection_id    8542
collection_id    8542
Name: 2641, dtype: object-397901","34585450.0-collection_id    8542
collection_id    8542
Name: 2641, dtype: object-397901"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_NoPainSelf_-correlation,T,images/8400/spmT_BIS_NoPainSelf_-correlation.nii.gz,8400,394782,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394782_spmT_BIS_NoPainSelf_-correlation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2642, dtype: object-394782","33272905.0-collection_id    8400
collection_id    8400
Name: 2642, dtype: object-394782"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,PPI_rEBASeed_AE_Dynamic>Static,T,images/8542/spmT_0001_11.nii.gz,8542,397902,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397902_spmT_0001_11.nii.gz,"collection_id    8542
collection_id    8542
Name: 2643, dtype: object-397902","34585450.0-collection_id    8542
collection_id    8542
Name: 2643, dtype: object-397902"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_NoPainSelf_+correlation,T,images/8400/spmT_BIS_NoPainSelf_+correlation.nii.gz,8400,394783,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394783_spmT_BIS_NoPainSelf_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2644, dtype: object-394783","33272905.0-collection_id    8400
collection_id    8400
Name: 2644, dtype: object-394783"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,PPI_leftMTSeed_IM_Dynamic>Static,T,images/8542/spmT_0001_12.nii.gz,8542,397903,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397903_spmT_0001_12.nii.gz,"collection_id    8542
collection_id    8542
Name: 2645, dtype: object-397903","34585450.0-collection_id    8542
collection_id    8542
Name: 2645, dtype: object-397903"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_NoPainSelf_+correlation,T,images/8400/spmT_BIS_NoPainSelf_+correlation_1.nii.gz,8400,394784,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394784_spmT_BIS_NoPainSelf_%2Bcorrelation_1.nii.gz,"collection_id    8400
collection_id    8400
Name: 2646, dtype: object-394784","33272905.0-collection_id    8400
collection_id    8400
Name: 2646, dtype: object-394784"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,PPI_rightMTSeed_IM_Dynamic>Static,T,images/8542/spmT_0001_13.nii.gz,8542,397904,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397904_spmT_0001_13.nii.gz,"collection_id    8542
collection_id    8542
Name: 2647, dtype: object-397904","34585450.0-collection_id    8542
collection_id    8542
Name: 2647, dtype: object-397904"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_PainOther_-correlation,T,images/8400/spmT_BIS_PainOther_-correlation.nii.gz,8400,394785,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394785_spmT_BIS_PainOther_-correlation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2648, dtype: object-394785","33272905.0-collection_id    8400
collection_id    8400
Name: 2648, dtype: object-394785"
33272905.0,7752702.0,,,8400,Differential brain responses for perception of pain during empathic response in binge drinkers compared to non-binge drinkers,pubmed,spmT_BIS_PainOther_+correlation,T,images/8400/spmT_BIS_PainOther_+correlation.nii.gz,8400,394786,71.0,trm_4c8991c5beb0a,cnt_4df689e663ffe,,pain monitor/discrimination task,areas of activation during task minus baseline,8400-394786_spmT_BIS_PainOther_%2Bcorrelation.nii.gz,"collection_id    8400
collection_id    8400
Name: 2649, dtype: object-394786","33272905.0-collection_id    8400
collection_id    8400
Name: 2649, dtype: object-394786"
34585450.0,,,,8542,Functional Specificity and Neural Integration in the Aesthetic Appreciation of Artworks with Implied Motion,pubmed,PPI_rEBASeed_IM_Dynamic>Static,T,images/8542/spmT_0001_14.nii.gz,8542,397905,23.0,tsk_i6bcjHSADB30O,,Dynamic>Static,Other evaluation task,None / Other,8542-397905_spmT_0001_14.nii.gz,"collection_id    8542
collection_id    8542
Name: 2650, dtype: object-397905","34585450.0-collection_id    8542
collection_id    8542
Name: 2650, dtype: object-397905"
